Other Store Based Retailing,Dollars (millions),H27,Additions to fixed assets,Financial position,108,ANZSIC06 group G427,Finance,Total,Group
2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H36,Current ratio,Financial ratios,172.00,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H37,Quick ratio,Financial ratios,171.00,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H39,Return on equity,Financial ratios,6.00,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H40,Return on total assets,Financial ratios,2.00,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H41,Liabilities structure,Financial ratios,33.00,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H01,Total income,Financial performance,64471.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H04,Sales of goods and services,Financial performance,15553.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,42988.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,23.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H07,Non-operating income,Financial performance,5907.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H08,Total expenditure,Financial performance,48732.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H09,Interest and donations,Financial performance,22172.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H10,Indirect taxes,Financial performance,78.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H11,Depreciation,Financial performance,605.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,4959.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H13,Redundancy and severance,Financial performance,26.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,552.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,12413.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H20,Non-operating expenses,Financial performance,7953.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H21,Opening stocks,Financial performance,35.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H22,Closing stocks,Financial performance,33.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H23,Surplus before income tax,Financial performance,15737.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H24,Total assets,Financial position,926830.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H25,Current assets,Financial position,268754.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H26,Fixed tangible assets,Financial position,18048.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H27,Additions to fixed assets,Financial position,1647.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,782.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H29,Other assets,Financial position,640027.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H30,Total equity and liabilities,Financial position,926830.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,200095.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H32,Current liabilities,Financial position,430477.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H33,Other liabilities,Financial position,296257.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars,H34,Total income per employee count,Financial ratios,1121600.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Dollars,H35,Surplus per employee count,Financial ratios,273800.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Percentage,H36,Current ratio,Financial ratios,62.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Percentage,H37,Quick ratio,Financial ratios,62.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Percentage,H39,Return on equity,Financial ratios,8.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Percentage,H40,Return on total assets,Financial ratios,2.00,ANZSIC06 division K
2013,Level 1,KK,Financial and Insurance Services,Percentage,H41,Liabilities structure,Financial ratios,22.00,ANZSIC06 division K
2013,Level 3,KK11,Finance,Dollars (millions),H01,Total income,Financial performance,51130.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H04,Sales of goods and services,Financial performance,4637.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,41786.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,10.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H07,Non-operating income,Financial performance,4697.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H08,Total expenditure,Financial performance,37293.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H09,Interest and donations,Financial performance,21964.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H10,Indirect taxes,Financial performance,55.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H11,Depreciation,Financial performance,463.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H12,Salaries and wages paid,Financial performance,2842.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H13,Redundancy and severance,Financial performance,11.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,54.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,4826.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H20,Non-operating expenses,Financial performance,7088.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H21,Opening stocks,Financial performance,26.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H22,Closing stocks,Financial performance,23.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H23,Surplus before income tax,Financial performance,13834.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H24,Total assets,Financial position,880985.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H25,Current assets,Financial position,245227.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H26,Fixed tangible assets,Financial position,17278.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H27,Additions to fixed assets,Financial position,1477.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H28,Disposals of fixed assets,Financial position,717.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H29,Other assets,Financial position,618480.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H30,Total equity and liabilities,Financial position,880985.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,187640.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H32,Current liabilities,Financial position,411555.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars (millions),H33,Other liabilities,Financial position,281789.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars,H34,Total income per employee count,Financial ratios,1529400.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Dollars,H35,Surplus per employee count,Financial ratios,413800.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Percentage,H36,Current ratio,Financial ratios,60.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Percentage,H37,Quick ratio,Financial ratios,60.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Percentage,H39,Return on equity,Financial ratios,7.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Percentage,H40,Return on total assets,Financial ratios,2.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 3,KK11,Finance,Percentage,H41,Liabilities structure,Financial ratios,21.00,"ANZSIC06 groups K621, K622, K623, and K624"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H01,Total income,Financial performance,30509.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H04,Sales of goods and services,Financial performance,2922.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,26166.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H07,Non-operating income,Financial performance,1422.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H08,Total expenditure,Financial performance,23450.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H09,Interest and donations,Financial performance,16398.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H10,Indirect taxes,Financial performance,C,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H11,Depreciation,Financial performance,364.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H12,Salaries and wages paid,Financial performance,2491.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H13,Redundancy and severance,Financial performance,9.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,C,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,2958.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H20,Non-operating expenses,Financial performance,1192.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H21,Opening stocks,Financial performance,5.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H22,Closing stocks,Financial performance,7.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H23,Surplus before income tax,Financial performance,7061.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H24,Total assets,Financial position,566124.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H25,Current assets,Financial position,176518.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H26,Fixed tangible assets,Financial position,976.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H27,Additions to fixed assets,Financial position,354.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H28,Disposals of fixed assets,Financial position,67.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H29,Other assets,Financial position,388630.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H30,Total equity and liabilities,Financial position,566124.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,44523.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H32,Current liabilities,Financial position,328044.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars (millions),H33,Other liabilities,Financial position,193557.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars,H34,Total income per employee count,Financial ratios,996200.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Dollars,H35,Surplus per employee count,Financial ratios,230600.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Percentage,H36,Current ratio,Financial ratios,54.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Percentage,H37,Quick ratio,Financial ratios,54.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Percentage,H39,Return on equity,Financial ratios,16.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Percentage,H40,Return on total assets,Financial ratios,1.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK111,Banking and Financing,Percentage,H41,Liabilities structure,Financial ratios,8.00,"ANZSIC06 groups K621, K622, and K623"
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H01,Total income,Financial performance,20620.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H04,Sales of goods and services,Financial performance,1715.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,15620.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,10.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H07,Non-operating income,Financial performance,3275.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H08,Total expenditure,Financial performance,13843.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H09,Interest and donations,Financial performance,5566.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H10,Indirect taxes,Financial performance,C,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H11,Depreciation,Financial performance,100.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H12,Salaries and wages paid,Financial performance,352.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H13,Redundancy and severance,Financial performance,2.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,C,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1868.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H20,Non-operating expenses,Financial performance,5895.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H21,Opening stocks,Financial performance,21.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H22,Closing stocks,Financial performance,16.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H23,Surplus before income tax,Financial performance,6773.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H24,Total assets,Financial position,314861.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H25,Current assets,Financial position,68710.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H26,Fixed tangible assets,Financial position,16302.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H27,Additions to fixed assets,Financial position,1123.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H28,Disposals of fixed assets,Financial position,650.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H29,Other assets,Financial position,229849.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H30,Total equity and liabilities,Financial position,314861.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,143117.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H32,Current liabilities,Financial position,83512.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars (millions),H33,Other liabilities,Financial position,88232.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars,H34,Total income per employee count,Financial ratios,7348800.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Dollars,H35,Surplus per employee count,Financial ratios,2413800.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Percentage,H36,Current ratio,Financial ratios,82.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Percentage,H37,Quick ratio,Financial ratios,82.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Percentage,H39,Return on equity,Financial ratios,5.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Percentage,H40,Return on total assets,Financial ratios,2.00,ANZSIC06 group K624
2013,Level 4,KK112,Financial Asset Investing,Percentage,H41,Liabilities structure,Financial ratios,45.00,ANZSIC06 group K624
2013,Level 3,KK12,Insurance,Dollars (millions),H01,Total income,Financial performance,8745.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H04,Sales of goods and services,Financial performance,7028.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,687.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H07,Non-operating income,Financial performance,1030.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H08,Total expenditure,Financial performance,7774.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H09,Interest and donations,Financial performance,14.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H10,Indirect taxes,Financial performance,10.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H11,Depreciation,Financial performance,51.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H12,Salaries and wages paid,Financial performance,721.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H13,Redundancy and severance,Financial performance,7.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,427.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,5807.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H20,Non-operating expenses,Financial performance,743.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H21,Opening stocks,Financial performance,0.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H22,Closing stocks,Financial performance,0.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H23,Surplus before income tax,Financial performance,972.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H24,Total assets,Financial position,34889.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H30,Total equity and liabilities,Financial position,34889.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,7938.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars,H34,Total income per employee count,Financial ratios,937500.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars,H35,Surplus per employee count,Financial ratios,104200.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Percentage,H39,Return on equity,Financial ratios,12.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Percentage,H40,Return on total assets,Financial ratios,3.00,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Percentage,H41,Liabilities structure,Financial ratios,23.00,ANZSIC06 groups K631 and K632
2013,Level 4,KK121,Life Insurance,Dollars (millions),H01,Total income,Financial performance,3225.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H04,Sales of goods and services,Financial performance,2012.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,334.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H07,Non-operating income,Financial performance,879.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H08,Total expenditure,Financial performance,2730.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H09,Interest and donations,Financial performance,C,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H10,Indirect taxes,Financial performance,C,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H11,Depreciation,Financial performance,12.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H12,Salaries and wages paid,Financial performance,96.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H13,Redundancy and severance,Financial performance,0.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,288.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1746.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H20,Non-operating expenses,Financial performance,585.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H21,Opening stocks,Financial performance,0.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H22,Closing stocks,Financial performance,0.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H23,Surplus before income tax,Financial performance,495.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H24,Total assets,Financial position,12732.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H30,Total equity and liabilities,Financial position,12732.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,4163.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars,H34,Total income per employee count,Financial ratios,2718100.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars,H35,Surplus per employee count,Financial ratios,417300.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Percentage,H39,Return on equity,Financial ratios,12.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Percentage,H40,Return on total assets,Financial ratios,4.00,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Percentage,H41,Liabilities structure,Financial ratios,33.00,ANZSIC06 group K631
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H01,Total income,Financial performance,5520.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H04,Sales of goods and services,Financial performance,5016.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,353.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H07,Non-operating income,Financial performance,151.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H08,Total expenditure,Financial performance,5044.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H09,Interest and donations,Financial performance,C,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H10,Indirect taxes,Financial performance,C,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H11,Depreciation,Financial performance,38.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H12,Salaries and wages paid,Financial performance,626.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H13,Redundancy and severance,Financial performance,7.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,139.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,4061.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H20,Non-operating expenses,Financial performance,159.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H21,Opening stocks,Financial performance,0.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H22,Closing stocks,Financial performance,0.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H23,Surplus before income tax,Financial performance,477.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H24,Total assets,Financial position,22157.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H30,Total equity and liabilities,Financial position,22157.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,3775.00,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars,H34,Total income per employee count,Financial ratios,678100.00,ANZSIC06 group K632
